_id,Year,CA,CAQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDeaths,NumberOfDeathsQF,CrudeRate,CrudeRateQF,EASR
3719,2019,S12000020,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,62.4608050807498
3720,2019,S12000020,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,31.53169168478089
3721,2019,S12000021,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,91.62826708289788
3722,2019,S12000021,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,30.525524878489588
3723,2019,S12000023,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,67.91807383872722
3724,2019,S12000023,"",under75 years,"",Females,"",Coronary Heart Disease,0,"",0,"",0
3725,2019,S12000026,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,46.24719755345114
3726,2019,S12000026,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,12.375296084094488
3727,2019,S12000027,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,42.62802225369521
3728,2019,S12000027,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,17.556282360265538
3729,2019,S12000028,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,80.8790258976066
3730,2019,S12000028,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,25.64658012894892
3731,2019,S12000029,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,90.158228846286
3732,2019,S12000029,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,22.100840057000564
3733,2019,S12000030,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,44.79599333185864
3734,2019,S12000030,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,25.053636723094325
3735,2019,S12000033,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,98.21139718601502
3736,2019,S12000033,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,25.56393833768479
3737,2019,S12000034,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,43.32787744206196
3738,2019,S12000034,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,19.893682838463256
3739,2019,S12000035,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,69.93510534376684
3740,2019,S12000035,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,21.036327117014636
3741,2019,S12000036,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,64.9412918207332
3742,2019,S12000036,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,18.633537791099915
3743,2019,S12000038,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,73.9860401807359
3744,2019,S12000038,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,27.392697144359957
3745,2019,S12000039,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,100.98608046878704
3746,2019,S12000039,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,31.364103184320037
3747,2019,S12000040,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,66.20677848041346
3748,2019,S12000040,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,16.516484029644477
3749,2019,S12000041,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,70.30486211261962
3750,2019,S12000041,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,23.69071896432651
3751,2019,S12000042,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,93.35693463991944
3752,2019,S12000042,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,35.71096127379649
3753,2019,S12000045,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,55.709859314642415
3754,2019,S12000045,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,20.079486106222603
3755,2019,S12000047,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,70.84408134669927
3756,2019,S12000047,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,26.492442318450713
3757,2019,S12000048,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,69.05929437190649
3758,2019,S12000048,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,16.444713842927563
3759,2019,S12000049,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,103.57374194787847
3760,2019,S12000049,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,39.525770708674486
3761,2019,S12000050,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,67.48833805438167
3762,2019,S12000050,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,31.017711410244555
3763,2020,S92000003,d,under75 years,"",Males,"",Coronary Heart Disease,1999,"",80.9360892361884,"",80.64569461589768
3764,2020,S92000003,d,under75 years,"",Females,"",Coronary Heart Disease,678,"",26.8373171707768,"",25.37412208430422
3765,2020,S12000005,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,108.46154433390907
3766,2020,S12000005,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,39.601795454638264
3767,2020,S12000006,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,63.20446696631954
3768,2020,S12000006,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,22.29917551306348
3769,2020,S12000008,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,93.47714250391276
3770,2020,S12000008,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,34.919370701863876
3771,2020,S12000010,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,64.36154503381876
3772,2020,S12000010,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,14.57958099173488
3773,2020,S12000011,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,67.05658491630993
3774,2020,S12000011,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,16.609500001247874
3775,2020,S12000013,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,124.76603723665708
3776,2020,S12000013,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,14.793130546023994
3777,2020,S12000014,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,103.48518041676856
3778,2020,S12000014,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,41.1281553928411
3779,2020,S12000017,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,78.0819627077154
3780,2020,S12000017,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,21.09414780593853
3781,2020,S12000018,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,77.65414689215945
3782,2020,S12000018,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,39.99213672072998
3783,2020,S12000019,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,59.910845940625826
3784,2020,S12000019,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,22.218601102156235
3785,2020,S12000020,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,57.28759129683811
3786,2020,S12000020,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,12.057964206283232
3787,2020,S12000021,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,101.15068802904038
3788,2020,S12000021,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,30.63720751119516
3789,2020,S12000023,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,67.445170249141
3790,2020,S12000023,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,8.190567196778376
3791,2020,S12000026,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,61.70433689121487
3792,2020,S12000026,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,11.494704873732976
3793,2020,S12000027,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,84.13728785225062
3794,2020,S12000027,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,18.163654527290888
3795,2020,S12000028,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,89.8226880777389
3796,2020,S12000028,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,31.063157932897965
3797,2020,S12000029,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,71.23919396006828
3798,2020,S12000029,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,30.81588834221312
3799,2020,S12000030,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,74.94683260434734
3800,2020,S12000030,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,23.77847807967988
3801,2020,S12000033,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,88.21086702653672
3802,2020,S12000033,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,14.22235581066118
3803,2020,S12000034,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,53.45482917307296
3804,2020,S12000034,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,24.56402796224986
3805,2020,S12000035,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,94.32358893128978
3806,2020,S12000035,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,11.882276398298538
3807,2020,S12000036,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,72.3359870677448
3808,2020,S12000036,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,22.312548671640993
3809,2020,S12000038,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,86.68585329115038
3810,2020,S12000038,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,23.487659851249905
3811,2020,S12000039,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,95.28222299631834
3812,2020,S12000039,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,29.669944014134785
3813,2020,S12000040,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,69.35158203414186
3814,2020,S12000040,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,32.23972789093184
3815,2020,S12000041,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,34.51984615860501
3816,2020,S12000041,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,26.794673333576753
3817,2020,S12000042,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,111.13857465850128
3818,2020,S12000042,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,23.885933916969257
3819,2020,S12000045,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,26.304629408051035
3820,2020,S12000045,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,8.603974673875037
3821,2020,S12000047,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,85.91825939319098
3822,2020,S12000047,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,22.635356992402276
3823,2020,S12000048,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,46.53851934397373
3824,2020,S12000048,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,18.45023551390372
3825,2020,S12000049,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,112.83718191895798
3826,2020,S12000049,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,39.3825045349926
3827,2020,S12000050,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,113.27548278853676
3828,2020,S12000050,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,29.813080833206985
3829,2021,S92000003,d,under75 years,"",Males,"",Coronary Heart Disease,2102,"",85.0192243755213,"",83.93877943087725
3830,2021,S92000003,d,under75 years,"",Females,"",Coronary Heart Disease,762,"",30.1276868302076,"",28.091896976381484
3831,2021,S12000005,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,107.6274422215304
3832,2021,S12000005,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,38.84834533599791
3833,2021,S12000006,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,65.06855106171116
3834,2021,S12000006,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,29.973221516553995
3835,2021,S12000008,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,96.3965594103338
3836,2021,S12000008,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,35.899501288956564
3837,2021,S12000010,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,65.27913915240589
3838,2021,S12000010,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,15.141618336225344
3839,2021,S12000011,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,59.439921788913125
3840,2021,S12000011,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,18.97958099941807
3841,2021,S12000013,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,120.8021848335808
3842,2021,S12000013,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,31.941491127711657
3843,2021,S12000014,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,66.33528597318272
3844,2021,S12000014,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,37.45669339591475
3845,2021,S12000017,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,78.86545508373167
3846,2021,S12000017,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,28.387077086577005
3847,2021,S12000018,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,88.26811376620113
3848,2021,S12000018,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,26.977149592745565
3849,2021,S12000019,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,47.39143564142817
3850,2021,S12000019,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,34.690142392617936
3851,2021,S12000020,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,59.295134804188216
3852,2021,S12000020,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,15.355388473317326
3853,2021,S12000021,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,112.65980354679864
3854,2021,S12000021,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,52.61678374107868
3855,2021,S12000023,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,80.86550693449036
3856,2021,S12000023,"",under75 years,"",Females,"",Coronary Heart Disease,0,"",0,"",0
3857,2021,S12000026,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,66.78517665888312
3858,2021,S12000026,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,18.767101460354493
3859,2021,S12000027,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,56.10588380373587
3860,2021,S12000027,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,16.99571264403283
3861,2021,S12000028,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,95.51518334580034
3862,2021,S12000028,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,24.75651396394995
3863,2021,S12000029,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,79.33245824259703
3864,2021,S12000029,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,26.893149100391295
3865,2021,S12000030,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,86.3093537299576
3866,2021,S12000030,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,31.122893128828192
3867,2021,S12000033,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,54.986731731265664
3868,2021,S12000033,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,25.411125135436414
3869,2021,S12000034,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,60.410303389371535
3870,2021,S12000034,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,25.49248184511717
3871,2021,S12000035,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,86.14140624224834
3872,2021,S12000035,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,18.02910047618785
3873,2021,S12000036,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,75.99151955677605
3874,2021,S12000036,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,19.119824288513552
3875,2021,S12000038,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,100.50861135097438
3876,2021,S12000038,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,20.467531080357944
3877,2021,S12000039,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,130.68027516810625
3878,2021,S12000039,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,31.982985224552593
3879,2021,S12000040,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,102.82816786146584
3880,2021,S12000040,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,36.69464075818792
3881,2021,S12000041,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,61.554615680209174
3882,2021,S12000041,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,33.31722419967133
3883,2021,S12000042,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,103.21723318064832
3884,2021,S12000042,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,37.81659132935135
3885,2021,S12000045,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,52.47094878371627
3886,2021,S12000045,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,11.990610231720495
3887,2021,S12000047,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,82.86558318843787
3888,2021,S12000047,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,26.56409185854729
3889,2021,S12000048,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,68.66724738435981
3890,2021,S12000048,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,18.47484919559093
3891,2021,S12000049,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,119.51887682229255
3892,2021,S12000049,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,33.907261223976846
3893,2021,S12000050,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,110.10684839174831
3894,2021,S12000050,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,36.21220488185517
3895,2022,S92000003,d,under75 years,"",Males,"",Coronary Heart Disease,2020,"",81.7025847947445,"",80.7655316397585
3896,2022,S92000003,d,under75 years,"",Females,"",Coronary Heart Disease,835,"",33.0139350436001,"",30.733527823367663
3897,2022,S12000005,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,103.8110123772869
3898,2022,S12000005,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,35.7394608824756
3899,2022,S12000006,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,74.43781786223447
3900,2022,S12000006,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,31.370090680234615
3901,2022,S12000008,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,101.25095058812158
3902,2022,S12000008,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,53.49403476612054
3903,2022,S12000010,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,69.14219674919276
3904,2022,S12000010,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,29.045551331518837
3905,2022,S12000011,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,48.361640944868384
3906,2022,S12000011,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,8.117149446718182
3907,2022,S12000013,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,109.95513133812054
3908,2022,S12000013,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,43.80132463012723
3909,2022,S12000014,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,95.16013095208264
3910,2022,S12000014,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,40.631287133285234
3911,2022,S12000017,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,83.46823184996481
3912,2022,S12000017,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,28.704205823936903
3913,2022,S12000018,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,98.90141306470302
3914,2022,S12000018,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,37.37391047081874
3915,2022,S12000019,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,62.35875797653516
3916,2022,S12000019,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,21.25757114858688
3917,2022,S12000020,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,61.54387581649725
3918,2022,S12000020,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,15.757397731360792
3919,2022,S12000021,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,107.6901033515862
3920,2022,S12000021,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,54.55685417992672
3921,2022,S12000023,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,62.04566709885858
3922,2022,S12000023,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,31.749217576696832
3923,2022,S12000026,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,60.8131869139147
3924,2022,S12000026,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,26.37317597578516
3925,2022,S12000027,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,68.18119365715687
3926,2022,S12000027,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,19.397631879489648
3927,2022,S12000028,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,74.76968858574493
3928,2022,S12000028,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,29.792953964654163
3929,2022,S12000029,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,81.04630014502075
3930,2022,S12000029,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,27.905201521202393
3931,2022,S12000030,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,71.93956510894016
3932,2022,S12000030,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,30.510643643068057
3933,2022,S12000033,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,75.10176607037172
3934,2022,S12000033,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,23.036176966816363
3935,2022,S12000034,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,53.79537260455536
3936,2022,S12000034,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,15.40305805700138
3937,2022,S12000035,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,62.27586822622774
3938,2022,S12000035,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,27.70499411028891
3939,2022,S12000036,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,66.83672703815182
3940,2022,S12000036,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,24.71060951462823
3941,2022,S12000038,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,105.99248236528314
3942,2022,S12000038,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,26.569510280705533
3943,2022,S12000039,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,92.3676042116885
3944,2022,S12000039,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,39.40513335923965
3945,2022,S12000040,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,75.62484246966388
3946,2022,S12000040,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,25.48300406771264
3947,2022,S12000041,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,72.38217280372194
3948,2022,S12000041,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,23.027290276835704
3949,2022,S12000042,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,98.90446249682932
3950,2022,S12000042,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,35.18994369962451
3951,2022,S12000045,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,36.82830477101388
3952,2022,S12000045,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,25.335354711862884
3953,2022,S12000047,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,80.12736143226894
3954,2022,S12000047,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,28.765448523048867
3955,2022,S12000048,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,60.83679378053568
3956,2022,S12000048,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,19.50297866396628
3957,2022,S12000049,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,112.48309588455102
3958,2022,S12000049,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,50.71952108586439
3959,2022,S12000050,"",under75 years,"",Males,"",Coronary Heart Disease,,c,,c,93.06561454896168
3960,2022,S12000050,"",under75 years,"",Females,"",Coronary Heart Disease,,c,,c,36.80134028471856
3961,2013,S92000003,d,0-44 years,"",All,d,Coronary Heart Disease,108,"",3.70266502743743,"",3.92326149480292
3962,2013,S92000003,d,45-64 years,"",All,d,Coronary Heart Disease,1104,"",75.4106602257948,"",77.8665367567777
3963,2013,S92000003,d,65-74 years,"",All,d,Coronary Heart Disease,1418,"",271.490440396552,"",286.466400405404
3964,2013,S92000003,d,75plus years,"",All,d,Coronary Heart Disease,4609,"",1085.50245409754,"",1182.72675938131
3965,2013,S92000003,d,under75 years,"",All,d,Coronary Heart Disease,2630,"",53.6394904126039,"",58.05732471462317
3966,2013,S92000003,d,All,d,All,d,Coronary Heart Disease,7239,"",135.874767723408,"",159.27757383462497
3967,2013,S12000005,"",0-44 years,"",All,d,Coronary Heart Disease,0,"",0,"",0
3968,2013,S12000005,"",45-64 years,"",All,d,Coronary Heart Disease,,c,,c,76.9236041723214
3969,2013,S12000005,"",65-74 years,"",All,d,Coronary Heart Disease,,c,,c,435.6920939851746
3970,2013,S12000005,"",75plus years,"",All,d,Coronary Heart Disease,,c,,c,1224.8437382947789
3971,2013,S12000005,"",under75 years,"",All,d,Coronary Heart Disease,,c,,c,72.67299447704234
3972,2013,S12000005,"",All,d,All,d,Coronary Heart Disease,73,"",142.355694227769,"",176.36836142063862
3973,2013,S12000006,"",0-44 years,"",All,d,Coronary Heart Disease,,c,,c,8.38873312365127
3974,2013,S12000006,"",45-64 years,"",All,d,Coronary Heart Disease,,c,,c,76.97783024609939
3975,2013,S12000006,"",65-74 years,"",All,d,Coronary Heart Disease,,c,,c,289.6018776032231
3976,2013,S12000006,"",75plus years,"",All,d,Coronary Heart Disease,,c,,c,1317.257342663637
3977,2013,S12000006,"",under75 years,"",All,d,Coronary Heart Disease,,c,,c,60.81015170365544
3978,2013,S12000006,"",All,d,All,d,Coronary Heart Disease,274,"",182.326324194836,"",173.89039889005377
3979,2013,S12000008,"",0-44 years,"",All,d,Coronary Heart Disease,,c,,c,5.210610426837177
3980,2013,S12000008,"",45-64 years,"",All,d,Coronary Heart Disease,,c,,c,106.16972456672752
3981,2013,S12000008,"",65-74 years,"",All,d,Coronary Heart Disease,,c,,c,306.6465088384021
3982,2013,S12000008,"",75plus years,"",All,d,Coronary Heart Disease,,c,,c,1474.188424089724
3983,2013,S12000008,"",under75 years,"",All,d,Coronary Heart Disease,,c,,c,69.39185721835943
3984,2013,S12000008,"",All,d,All,d,Coronary Heart Disease,216,"",176.427346238667,"",195.82354823678224
3985,2013,S12000010,"",0-44 years,"",All,d,Coronary Heart Disease,0,"",0,"",0
3986,2013,S12000010,"",45-64 years,"",All,d,Coronary Heart Disease,,c,,c,43.51098578412267
3987,2013,S12000010,"",65-74 years,"",All,d,Coronary Heart Disease,,c,,c,267.23925349529975
3988,2013,S12000010,"",75plus years,"",All,d,Coronary Heart Disease,,c,,c,1156.998294603937
3989,2013,S12000010,"",under75 years,"",All,d,Coronary Heart Disease,,c,,c,43.50608005472415
3990,2013,S12000010,"",All,d,All,d,Coronary Heart Disease,134,"",132.16293520071,"",143.7203793641533
3991,2013,S12000011,"",0-44 years,"",All,d,Coronary Heart Disease,,c,,c,2.1526009569848825
3992,2013,S12000011,"",45-64 years,"",All,d,Coronary Heart Disease,,c,,c,52.21363262370094
3993,2013,S12000011,"",65-74 years,"",All,d,Coronary Heart Disease,,c,,c,227.32771681089
3994,2013,S12000011,"",75plus years,"",All,d,Coronary Heart Disease,,c,,c,958.4309252991864
